domain,seller,rank_source,tier,home_status,final_host,redirected_offsite,site_loaded,blocked_automated_fetch,bot_wall_host,home_error,platform,platform_signals,checkout_shopify,ucp_status,ucp_kind,ucp_mcp_live,ucp_mcp_tools,agents_md,llms_txt,mcp_get_status,mcp_get_like,mcp_wellknown_json,custom_mcp_initialized,custom_mcp_tools,registry_remote_live,registry_remote_endpoints,registry_remote_tools,acp_checkout_endpoint,registry_match,registry_server_names,registry_search_hits,registry_search_domain_confirmed,agents_md_generator,llms_txt_generator,chatgpt_apps_checked,chatgpt_apps_match,product_url,product_status,product_discovery,product_jsonld,product_jsonld_offer,product_jsonld_gtin,product_jsonld_mpn,product_jsonld_gtin_or_mpn,product_jsonld_repaired,product_jsonld_malformed,robots_ai_bots_disallowed,tier_a_reasons,tier_b_reasons
melaniecasey.com,Melanie Casey,REVIEWED,B,200,melaniecasey.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:melaniecasey.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.melaniecasey.com/products/perfect-fit-ring-sizer-kit,200,homepage_link,True,True,True,True,True,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
stagandfinch.com,Stag & Finch,REVIEWED,B,200,stagandfinch.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:d72a77-4.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.stagandfinch.com/products/shion-ring,200,sitemap,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
oliveavejewelry.com,Olive Ave Jewelry,REVIEWED,unreachable,200,oliveavejewelry.com,False,True,False,,,shopify,"shopify-html:shopify-checkout-api-token,shopify-digital-wallet",True,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://oliveavejewelry.com/shop/products/ring-sizer,200,homepage_link,False,False,False,False,False,False,False,,,
jewelrybyjohan.com,Jewelry by Johan,REVIEWED,unreachable,403,jewelrybyjohan.com,False,False,True,,,,,False,403,none,False,,blocked,blocked,403,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
keyzarjewelry.com,Keyzar Jewelry,KNOWN,B,200,keyzarjewelry.com,False,True,False,,,shopify,shopify-html:cdn.shopify.com/s/files/;myshopify-host:keyzar.myshopify.com,True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://keyzarjewelry.com/products/the-lexie-setting-round-14k-white-gold-solitaire,200,homepage_link,False,False,False,False,False,False,False,,,ucp:shopify_hosted;ucp_mcp_live
frankdarling.com,Frank Darling,KNOWN,unreachable,200,frankdarling.com,False,True,False,,,shopify,shopify-html:cdn.shopify.com/s/files/,True,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
jeandousset.com,Jean Dousset,KNOWN,B,200,jeandousset.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:jeandoussetjewelry.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://jeandousset.com/products/elle-3-ct-round-cut-solitaire-engagement-ring,200,collection_link,True,True,False,True,True,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
gabrielny.com,Gabriel & Co.,KNOWN,A,200,gabrielny.com,False,True,False,,,,,False,404,none,False,,absent,real,200,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.gabrielny.com/14k-yellow-gold-round-diamond-engagement-ring-er15973r6y44jj,200,collection_jsonld_itemlist,True,True,False,True,True,False,False,,llms_txt:real,schema_product_jsonld
tacori.com,Tacori,KNOWN,B,200,tacori.com,False,True,False,,,shopify,shopify-html:cdn.shopify.com/s/files/,True,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.tacori.com/products/jewelry-earring-stilla-fe892c,200,homepage_link,True,True,False,False,False,False,False,,,schema_product_jsonld
verragio.com,Verragio,KNOWN,unreachable,429,verragio.com,False,False,True,,,,,False,429,none,False,,blocked,blocked,429,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
heartsonfire.com,Hearts On Fire,KNOWN;DPRO,B,200,heartsonfire.com,False,True,False,,,salesforce-commerce-cloud,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.heartsonfire.com/en/jewelry/rings/engagement-rings/camilla-6-prong-engagement-ring/UU2107.html,200,collection_link_heuristic,True,True,False,False,False,False,False,,,schema_product_jsonld
kwiat.com,Kwiat,KNOWN,unreachable,403,kwiat.com,False,False,True,,,,,False,403,none,False,,blocked,blocked,403,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,GPTBot;ClaudeBot;Google-Extended;CCBot;Bytespider;Applebot-Extended;meta-externalagent,,
ringconcierge.com,Ring Concierge,KNOWN,B,200,ringconcierge.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:ring-concierge.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://ringconcierge.com/products/open-diamond-wrap-ring,200,homepage_link,False,False,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live
annasheffield.com,Anna Sheffield,KNOWN,B,200,annasheffield.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:annasheffield.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.annasheffield.com/products/chevron-band,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
auratenewyork.com,AUrate New York,KNOWN,B,200,auratenewyork.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:aurate.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://auratenewyork.com/products/stackable-ring,200,sitemap,True,True,False,True,True,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
noemie.com,Noemie,KNOWN,unreachable,200,noemie.com,False,True,False,,,,,False,200,none,False,,html_soft404,html_soft404,200,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
brilliance.com,Brilliance,KNOWN,unreachable,403,brilliance.com,False,False,True,,,,,False,403,none,False,,blocked,absent,403,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
kobelli.com,Kobelli,KNOWN,B,200,kobelli.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:kobelli.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://kobelli.com/products/donut-band,200,homepage_link,True,True,True,False,True,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
superjeweler.com,SuperJeweler,KNOWN,A,200,superjeweler.com,False,True,False,,,,,False,200,none,False,,html_soft404,real,200,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.superjeweler.com/925-sterling-silver-5mm-ladies-and-mens-wedding-band-free-engraving-42067.html,200,collection_link_heuristic,False,False,False,False,False,False,False,,llms_txt:real,
szul.com,Szul,KNOWN,unreachable,200,szul.com,False,True,False,,,,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.szul.com/emerald-and-diamond-stackable-channel-set-ring-in-14k-white-gold/p_1529,200,sitemap,False,False,False,False,False,False,False,,,
miadonna.com,MiaDonna,KNOWN,B,200,miadonna.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:miadonna-2.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.miadonna.com/collections/trending-styles/products/nirvana-engagement-ring,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
doamore.com,Do Amore,KNOWN,B,200,doamore.com,False,True,False,,,shopify-referenced,myshopify-host:doamore-official-store.myshopify.com,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.doamore.com/lab-grown-diamonds/34-dbn-59/,200,sitemap,True,True,False,False,False,False,False,,,schema_product_jsonld
barioneal.com,Bario Neal,KNOWN,B,200,bario-neal.com,True,True,False,,,woocommerce,,False,404,none,False,,absent,real:template,404,False,False,False,,False,,,False,False,,0,,,yoast-seo,True,False,https://bario-neal.com/product/icon-black-enamel-signet-ring/,200,collection_link,True,True,False,False,False,False,False,,,llms_txt:generated:yoast-seo;schema_product_jsonld
marrowfine.com,Marrow Fine,KNOWN,B,200,marrowfine.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:marrow-fine.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.marrowfine.com/products/everyday-dome-ring,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
kenanddanadesign.com,Ken & Dana Design,KNOWN,B,200,shop.kenanddanadesign.com,False,True,False,,,shopify,"shopify-html:shopify.theme,window.shopify,shopify.routes;myshopify-host:bylu.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://shop.kenanddanadesign.com/products/jinny,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
eragem.com,EraGem,KNOWN,B,200,eragem.com,False,True,False,,,magento,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://eragem.com/tahitian-pearl-diamond-bypass-ring-platinum-1950-s.html,200,sitemap_heuristic,True,True,False,True,True,False,False,,,schema_product_jsonld
langantiques.com,Lang Antique & Estate Jewelry,KNOWN,A,200,langantiques.com,False,True,False,,,magento,,False,404,none,False,,absent,real,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.langantiques.com/elegant-diamond-solitaire-circa-1915.html,200,sitemap_heuristic,True,True,False,True,True,False,False,,llms_txt:real,schema_product_jsonld
borsheims.com,Borsheims,KNOWN,A,200,borsheims.com,False,True,False,,,,,False,404,none,False,,absent,real,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.borsheims.com/white-gold-diamond-engagement-ring-with-joined-diamond-halo-2-row-shank-size-625-12103759,200,sitemap_heuristic,True,True,False,True,True,False,False,,llms_txt:real,schema_product_jsonld
tappers.com,Tapper's,KNOWN,B,200,tappers.com,False,True,False,,,shopify,"shopify-html:shopify.theme,cdn.shopify.com/s/files/,window.shopify;myshopify-host:shop-tappers.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://tappers.com/collections/sapphire/products/18-karat-gold-sapphire-ring,200,homepage_link,True,True,False,True,True,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
daysjewelers.com,Day's Jewelers,KNOWN,B,200,daysjewelers.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:daysjewelers.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.daysjewelers.com/collections/gifts-watches/products/gift-card,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
longsjewelers.com,Long's Jewelers,KNOWN,B,200,longsjewelers.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:longs-jewelers-2.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.longsjewelers.com/products/roberto-coin-18k-white-gold-diamond-cross-necklace-cr0575,200,sitemap,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
mervisdiamond.com,Mervis Diamond Importers,KNOWN,B,200,mervisdiamond.com,False,True,False,,,shopify,"shopify-html:shopify.theme,cdn.shopify.com/s/files/,window.shopify;myshopify-host:mervis-diamond-importers-2.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.mervisdiamond.com/products/{{ product.handle }},404,homepage_link,False,False,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live
stevensingerjewelers.com,Steven Singer Jewelers,KNOWN,B,200,ihatestevensinger.com,True,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,window.shopify;myshopify-host:stevensingerjewelers.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.ihatestevensinger.com/products/silver-kenna-pave-diamond-ring,200,homepage_link,True,True,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live;schema_product_jsonld
londonjewelers.com,London Jewelers,KNOWN,A,403,londonjewelers.com,False,False,True,,,,,False,404,none,False,,blocked,real,403,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.londonjewelers.com/jewelry/bvlgari-b-zero1-18k-rose-gold-diamond-pendant-necklace-1000668,403,sitemap_heuristic,False,False,False,False,False,False,False,CCBot;Bytespider,llms_txt:real,
greenwichjewelers.com,Greenwich St. Jewelers,KNOWN,B,200,greenwichjewelers.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:gst-luxe.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real:template,real:template,404,False,False,False,,False,,,False,False,,0,,shopify-agents,shopify-agents,True,False,https://www.greenwichjewelers.com/products/bond-engagement-ring-setting,200,collection_link,False,False,False,False,False,False,False,,,agents_md:generated:shopify-agents;llms_txt:generated:shopify-agents;ucp:shopify_hosted;ucp_mcp_live
lumeradiamonds.com,Lumera Diamonds,KNOWN,unreachable,200,lumeradiamonds.com,False,True,False,,,,,False,404,none,False,,absent,absent,500,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
graff.com,Graff,KNOWN,unreachable,200,graff.com,False,True,False,,,salesforce-commerce-cloud,,False,200,none,False,,html_soft404,html_soft404,200,False,False,False,,False,,,False,False,,3,,,,True,False,,,,False,False,False,False,False,False,False,,,
chopard.com,Chopard,KNOWN,unreachable,200,chopard.com,False,True,False,,,salesforce-commerce-cloud,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
debeers.com,De Beers Jewellers,KNOWN,B,200,debeers.com,False,True,False,,,salesforce-commerce-cloud,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.debeers.com/en-us/db-classic-half-eternity-band-in-platinum/R102197.html,200,collection_jsonld_itemlist,True,True,False,False,False,False,False,,,schema_product_jsonld
laurenb.com,Lauren B,KNOWN,unreachable,403,laurenbjewelry.com,True,False,True,,,,,False,404,none,False,,blocked,absent,403,False,False,False,,False,,,False,False,,0,,,,True,False,,,,False,False,False,False,False,False,False,,,
bernierobbins.com,Bernie Robbins Jewelers,KNOWN,unreachable,200,bernierobbins.com,False,True,False,,,,,False,404,none,False,,absent,absent,404,False,False,False,,False,,,False,False,,0,,,,True,False,https://www.bernierobbins.com/product/361698/18K-White-Gold-Bezel-Set-Diamond-Pear-Necklace,200,homepage_link,False,False,False,False,False,False,False,,,
stienhardt.com,Stienhardt,PUBLISHER,A,200,stienhardt.com,False,True,False,,,shopify,"shopify-html:shopify.theme,shopify-checkout-api-token,cdn.shopify.com/s/files/;myshopify-host:stienhard-stones.myshopify.com",True,200,shopify_hosted,True,get_checkout;create_checkout;update_checkout;complete_checkout;cancel_checkout;get_cart;create_cart;update_cart;cancel_cart;get_order;search_catalog;lookup_catalog;get_product,real,real,404,False,False,False,,True,https://diamond-mcp.stienhardt.workers.dev/mcp;https://stienhard-stones.myshopify.com/api/ucp/mcp,verify_diamond_report;faceup_size;dutch_marquise_definition;lab_grown_grading_landscape;lab_grown_price_index;about_stienhardt;define;search_encyclopedia;search_inventory;get_product,False,True,io.github.JacobiusMakes/diamond-mcp;io.github.JacobiusMakes/stienhardt-store,2,io.github.JacobiusMakes/stienhardt-store,,,True,False,https://stienhardt.com/products/lab-grown-diamond-round-4-prong-stud-earrings,200,sitemap,False,False,False,False,False,False,False,,"mcp_registry:io.github.JacobiusMakes/diamond-mcp,io.github.JacobiusMakes/stienhardt-store;agents_md:real;llms_txt:real",ucp:shopify_hosted;ucp_mcp_live
